"#"	"x"	"bhikkhupātimokkhapāḷi"	"pos"	"grammar"	"+case"	"tamil"	"meaning"	"lit. meaning"	"root"	"rt gp"	"sign"	"base"	"construction"	"compound type"	"compound construction"	"abbrev"	"source"	"sentence"	"aṭṭhakathā"
"1"	"3"	"- apekkho"	"adj"	"masc nom sg of apekkha, from apekkhati"	"+loc"	""	"seeking, wanting"	"looking away"	"√ikkh (see)"	"1"	"a"	""	"apa + √ikkha + a"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā āpanno visuddh'<b>āpekkho</b> evaṃ vadeyya"	""
"1"	"20"	"evaṃ"	"ind"	"ind, adv"	""	"இப்படி"	"thus, like this"	""	""	""	""	""	""	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā āpanno visuddh'āpekkho <b>evaṃ</b> vadeyya"	""
"1"	"18"	"vadeyya"	"verb"	"opt 3rd sg of vadati"	""	"சொல்லக்கூடும்"	"he would say, speak, tell"	""	"√vad (speak)"	"1"	"a"	"√vad + a > vada"	"vada + eyya"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā āpanno visuddh'āpekkho evaṃ <b>vadeyya</b>"	""
"1"	"1"	"ajānamevaṃ"	"comp"	"sandhi"	""	"இப்படி அறியாமல்"	"not knowing thus"	""	""	""	""	""	"ajānaṃ + evaṃ"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"<b>ajānam'evaṃ</b> āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti"	""
"1"	"1"	"- ajānaṃ"	"prp"	"masc nom sg of ajānanta, from ājānāti"	""	""	"not knowing, not understanding"	""	"√ñā (know)"	"5"	"nā"	"√ñā + nā > jānā"	"na + jānā + nta"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"<b>ajānam</b>'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti"	""
"4"	"7"	"- evaṃ"	"ind"	"adv"	"0"	"எப்படியோ"	"thus, like this, as"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'<b>evaṃ</b> āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti"	""
"2"	"16"	"āvuso"	"noun"	"masc voc sg or pl of āyasmantu"	"0"	"ஆயுஷ்மான்களே"	"friend(s), brother(s)"	"having long life"	"0"	"0"	"0"	"0"	"āyus + mantu"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ <b>āvuso</b> avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti"	""
"1"	"1"	"avacaṃ"	"verb"	"imperf, 1st sg of avaca, from vacati"	"+acc"	"கூறினேன்"	"I spoke"	""	"√vac (speak)"	"1"	"a"	""	"a + √vac + ā"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso <b>avacaṃ</b> jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti"	""
"2"	"2"	"jānāmi"	"verb"	"pr 1st sg of jānāti"	"0"	"அறிந்தேன் ,என"	"I know, I understand"	"0"	"√ñā (know)"	"5"	"nā"	"√ñā + nā > jānā"	"jānā + ti"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ <b>jānāmi</b>, apassaṃ passāmi, tucchaṃ musā vilapin'ti"	""
"1"	"1"	"apassaṃ"	"prp"	"masc nom sg of na + passati"	""	"பார்க்காமல்"	"not seeing"	""	"√dis (see)"	"1"	"a"	"√dis + a > passa"	"a + passa + nta"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, <b>apassaṃ</b> passāmi, tucchaṃ musā vilapin'ti"	""
"1"	"1"	"passāmi"	"verb"	"pr 1st sg of passati"	"+acc"	"பார்த்தேன் ,என"	"I see, I understand"	""	"√dis (see)"	"1"	"a"	"√dis + a > passa"	"passa + ti"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ <b>passāmi</b>, tucchaṃ musā vilapin'ti"	""
"1"	"1"	"tucchaṃ"	"ind"	"adv, acc sg of tuccha"	""	"வெறுமைக்கு"	"emptily, vainly, without substance"	""	""	""	""	""	"tuccha + aṃ"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, <b>tucchaṃ</b> musā vilapin'ti"	""
"1"	"1"	"musā"	"ind"	"adv"	""	"பொய்யாக"	"falsely, wrongly"	""	"√mus (lie, forget)"	"3"	"ya"	""	"√mus + ā"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ <b>musā</b> vilapin'ti"	""
"1"	"1"	"vilapinti"	"comp"	"sandhi"	""	"சொன்னேன் ,என்றேன்"	""	""	""	""	""	""	"vilapiṃ + iti"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā <b>vilapin'ti</b>"	""
"1"	"1"	"- vilapiṃ"	"verb"	"aor 1st sg of vilapi"	"+acc"	""	"I talked, spoke rubbish"	"I spoke wrongly"	"√lap (chat)"	"1"	"a"	""	"vi + √lap + i"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā <b>vilapin</b>'ti"	""
"6"	"45"	"- iti"	"ind"	"0"	"0"	"என"	"“”"	"thus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin<b>'ti</b>"	""
"1"	"26"	"aññatra"	"ind"	"ind, adv"	"+abl"	"தவிர்த்து"	"apart (from), except (for)"	"other than"	""	""	""	""	"añña + tra"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"<b>aññatra</b> adhimānā, ayam'pi pārājiko hoti asaṃvāso."	""
"1"	"1"	"adhimānā"	"noun"	"masc abl sg of adhimāna"	""	"மிகை மதிப்பீடுலிருந்து"	"from over-estimation, from over-rating"	"thinking too highly"	"√man (think)"	"3"	"ya"	""	"adhi + √man + *a"	""	""	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"aññatra <b>adhimānā</b>, ayam'pi pārājiko hoti asaṃvāso."	""
"3"	"5"	"ayampi"	"comp"	"sandhi"	"0"	"அவர் கூட"	"he too"	"0"	"0"	"0"	"0"	"0"	"ayaṃ + api"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"aññatra adhimānā, <b>ayam'pi</b> pārājiko hoti asaṃvāso."	""
"4"	"5"	"pārājiko"	"adj"	"masc nom sg of pārājika"	"0"	"தகுதி இழப்பவர்"	"defeated, destroyed, disqualified"	"conquered"	"√ji (conquer)"	"1"	"a"	"0"	"parā > pārā + √ji + *ika"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"aññatra adhimānā, ayam'pi <b>pārājiko</b> hoti asaṃvāso."	""
"8"	"20"	"hoti"	"verb"	"pr 3rd sg"	"+nom"	"இருக்கிறது"	"there is"	"it is"	"√hū (be)"	"1"	"a"	"√hū + a > ho"	"ho + ti"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"aññatra adhimānā, ayam'pi pārājiko <b>hoti</b> asaṃvāso."	""
"4"	"5"	"asaṃvāso"	"adj"	"masc nom sg of asaṃvāsa, from saṃvasati"	"0"	"வெளியேற்றப்படுகிறார்"	"unaffiliated, expelled, deposed"	"not living together"	"√vas (live)"	"1"	"a"	"0"	"na + saṃ + √vas + *a"	"0"	"0"	"PA4"	"uttarimanussadhammasikkhāpadaṃ"	"aññatra adhimānā, ayam'pi pārājiko hoti <b>asaṃvāso</b>."	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1"	"16"	"uddiṭṭhā"	"pp"	"masc nom pl of uddiṭṭha, pp of uddisati"	""	""	"recited, chanted"	"pointed up"	"√dis (point out, explain)"	"1"	"a"	""	"ud + √dis + ta"	""	""	"PA"	"pārājikuddeso"	"<b>uddiṭṭhā</b> kho āyasmanto cattāro pārājikā dhammā."	""
"5"	"42"	"kho"	"ind"	"emph"	"0"	"நிச்சயமாக"	"truly, indeed, then"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA"	"pārājikuddeso"	"uddiṭṭhā <b>kho</b> āyasmanto cattāro pārājikā dhammā."	""
"3"	"14"	"āyasmanto"	"noun"	"masc voc pl of āyasmantu"	"0"	"ஆயுஷ்மான்களே"	"venerables"	"having long life"	"0"	"0"	"0"	"0"	"āyus + mantu"	"0"	"0"	"PA"	"pārājikuddeso"	"uddiṭṭhā kho <b>āyasmanto</b> cattāro pārājikā dhammā."	""
"2"	"8"	"cattāro"	"cardinal"	"masc nom pl of catu"	"0"	"4"	"four"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA"	"pārājikuddeso"	"uddiṭṭhā kho āyasmanto <b>cattāro</b> pārājikā dhammā."	""
"2"	"3"	"pārājikā"	"adj"	"masc nom pl of pārājika"	"0"	"தோல்விக்கான"	"related to defeat"	"0"	"√ji (conquer)"	"1"	"a"	"0"	"parā > pārā + √ji + *ika"	"0"	"0"	"PA"	"pārājikuddeso"	"uddiṭṭhā kho āyasmanto cattāro <b>pārājikā</b> dhammā."	""
"2"	"36"	"dhammā"	"noun"	"masc nom pl of dhamma"	"0"	"விதிகள்"	"case, law, rule"	"holding, support"	"√dhar (hold)"	"1"	"a"	"0"	"√dhar + ma"	"0"	"0"	"PA"	"pārājikuddeso"	"uddiṭṭhā kho āyasmanto cattāro pārājikā <b>dhammā</b>."	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"1"	"2"	"yesaṃ"	"pron"	"gen pl of ya"	""	"எந்த ஒன்றினையாவது "	"of those"	""	"of which"	""	""	""	""	""	""	"PA"	"pārājikuddeso"	"<b>yesaṃ</b> bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"7"	"147"	"bhikkhu"	"noun"	"masc nom sg, from bhikkhati"	"0"	"பிக்கு"	"monk, monastic"	"beggar, mendicant"	"√bhikkh (beg)"	"1"	"a"	"0"	"√bhikkh + u"	"0"	"0"	"PA"	"pārājikuddeso"	"yesaṃ <b>bhikkhu</b> aññataraṃ vā aññataraṃ vā āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"1"	"8"	"aññataraṃ"	"adj"	"masc acc sg of aññatara"	""	"ஒன்றை "	"one of, another of"	"another of"	""	""	""	""	"añña + tara"	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu <b>aññataraṃ</b> vā aññataraṃ vā āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"12"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ <b>vā</b> aññataraṃ vā āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"2"	"8"	"aññataraṃ"	"adj"	"masc acc sg of aññatara"	"0"	"மற்றதை "	"one of, another of"	"another of"	"0"	"0"	"0"	"0"	"añña + tara"	"0"	"0"	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā <b>aññataraṃ</b> vā āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"13"	"220"	"vā"	"ind"	"conj"	"0"	"அல்லது"	"or, either or"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ <b>vā</b> āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"1"	"2"	"āpajjitvā"	"verb"	"abs of āpajjati"	""	"செய்து "	"having committed"	"having reached"	"√pad (go, step)"	"3"	"ya"	"√pad + ya > pajja"	"ā + pajja + itvā"	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā <b>āpajjitvā</b> na labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"1"	"79"	"na"	"ind"	"neg"	""	"இல்லை "	"not"	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā <b>na</b> labhati bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"1"	"1"	"labhati"	"verb"	"pr 3rd sg"	""	"அனுமதிக்க "	"he gets, obtains"	""	"√labh (get)"	"1"	"a"	"√labh + a > labha"	"labha + ti"	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā na <b>labhati</b> bhikkhūhi saddhiṃ saṃvāsaṃ"	""
"1"	"29"	"bhikkhūhi"	"noun"	"masc instr pl of bhikkhu"	""	"பிக்குகளுடன் "	"with monks"	""	"√bhikkh (beg)"	"1"	"a"	""	"√bhikkh + u"	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā na labhati <b>bhikkhūhi</b> saddhiṃ saṃvāsaṃ"	""
"1"	"15"	"saddhiṃ"	"ind"	"prep"	"+instr"	"சேர்ந்து "	"together with"	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā na labhati bhikkhūhi <b>saddhiṃ</b> saṃvāsaṃ"	""
"1"	"1"	"saṃvāsaṃ"	"noun"	"masc acc of saṃvāsa, from saṃvasati"	""	"வாழ்வதுர்க்கு "	"cohabitation, living together"	""	"√vas (live)"	"1"	"a"	""	"saṃ + √vas + *a"	""	""	"PA"	"pārājikuddeso"	"yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā na labhati bhikkhūhi saddhiṃ <b>saṃvāsaṃ</b>"	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"2"	"5"	"yathā"	"ind"	"adv"	"0"	"எனில்"	"like, as"	"0"	"0"	"0"	"0"	"0"	"ya + thā"	"0"	"0"	"PA"	"pārājikuddeso"	"<b>yathā</b> pure, tathā pacchā, pārājiko hoti asaṃvāso."	""
"1"	"1"	"pure"	"ind"	"adv"	""	""	"previously, before"	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	"yathā <b>pure</b>, tathā pacchā, pārājiko hoti asaṃvāso."	""
"1"	"1"	"tathā"	"ind"	"adv"	""	""	"like that, such"	""	""	""	""	""	"ta + thā"	""	""	"PA"	"pārājikuddeso"	"yathā pure, <b>tathā</b> pacchā, pārājiko hoti asaṃvāso."	""
"1"	"3"	"pacchā"	"ind"	"adv, abl sg of paccha"	""	""	"afterwards, later"	"behind"	""	""	""	""	"paccha + ā"	""	""	"PA"	"pārājikuddeso"	"yathā pure, tathā <b>pacchā</b>, pārājiko hoti asaṃvāso."	""
"5"	"5"	"pārājiko"	"adj"	"masc nom sg of pārājika"	"0"	"தகுதி இழப்பவர்"	"defeated, destroyed, disqualified"	"conquered"	"√ji (conquer)"	"1"	"a"	"0"	"parā > pārā + √ji + *ika"	"0"	"0"	"PA"	"pārājikuddeso"	"yathā pure, tathā pacchā, <b>pārājiko</b> hoti asaṃvāso."	""
"9"	"20"	"hoti"	"verb"	"pr 3rd sg"	"+nom"	"இருக்கிறது"	"there is"	"it is"	"√hū (be)"	"1"	"a"	"√hū + a > ho"	"ho + ti"	"0"	"0"	"PA"	"pārājikuddeso"	"yathā pure, tathā pacchā, pārājiko <b>hoti</b> asaṃvāso."	""
"5"	"5"	"asaṃvāso"	"adj"	"masc nom sg of asaṃvāsa, from saṃvasati"	"0"	"வெளியேற்றப்படுகிறார்"	"unaffiliated, expelled, deposed"	"not living together"	"√vas (live)"	"1"	"a"	"0"	"na + saṃ + √vas + *a"	"0"	"0"	"PA"	"pārājikuddeso"	"yathā pure, tathā pacchā, pārājiko hoti <b>asaṃvāso</b>."	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"2"	"9"	"tatthāyasmante"	"comp"	"sandhi"	"0"	"அப்படிஎனில் ஆயுஷ்மந்தர்களை"	"in this case the venerables"	"0"	"0"	"0"	"0"	"0"	"tattha + āyasmante"	"0"	"0"	"PA"	"pārājikuddeso"	"<b>tatth'āyasmante</b> pucchāmi, kacci'ttha parisuddhā"	""
"4"	"27"	"pucchāmi"	"verb"	"pr 1st sg of pucchati"	"0"	"கேட்கிறேன்"	"I ask, I am asking"	"0"	"√pucch (ask)"	"1"	"a"	"√pucch + a > puccha"	"puccha + ti"	"0"	"0"	"PA"	"pārājikuddeso"	"tatth'āyasmante <b>pucchāmi</b>, kacci'ttha parisuddhā"	""
"4"	"27"	"kaccittha"	"comp"	"sandhi"	"0"	"மா? இங்கு"	"I trust in this case, I trust you all are"	"0"	"0"	"0"	"0"	"0"	"kacci + ettha or kacci + attha"	"0"	"0"	"PA"	"pārājikuddeso"	"tatth'āyasmante pucchāmi, <b>kacci'ttha</b> parisuddhā"	""
"4"	"27"	"parisuddhā"	"adj"	"masc nom pl of parisuddha, pp of parisujjhati"	"0"	"பரிசுத்தம்"	"pure, innocent"	"purified"	"√sudh (be pure)"	"3"	"ya"	"0"	"pari + √sudh + ta"	"0"	"0"	"PA"	"pārājikuddeso"	"tatth'āyasmante pucchāmi, kacci'ttha <b>parisuddhā</b>"	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"2"	"9"	"dutiyampi"	"comp"	"sandhi"	"0"	"இரண்டாம் முறையாக"	"and for the second time"	"0"	"0"	"0"	"0"	"0"	"dutiyaṃ + api"	"0"	"0"	"PA"	"pārājikuddeso"	"<b>dutiyam'pi</b> pucchāmi, kacci'ttha parisuddhā"	""
"5"	"27"	"pucchāmi"	"verb"	"pr 1st sg of pucchati"	"0"	"கேட்கிறேன்"	"I ask, I am asking"	"0"	"√pucch (ask)"	"1"	"a"	"√pucch + a > puccha"	"puccha + ti"	"0"	"0"	"PA"	"pārājikuddeso"	"dutiyam'pi <b>pucchāmi</b>, kacci'ttha parisuddhā"	""
"5"	"27"	"kaccittha"	"comp"	"sandhi"	"0"	"மா? இங்கு"	"I trust in this case, I trust you all are"	"0"	"0"	"0"	"0"	"0"	"kacci + ettha or kacci + attha"	"0"	"0"	"PA"	"pārājikuddeso"	"dutiyam'pi pucchāmi, <b>kacci'ttha</b> parisuddhā"	""
"5"	"27"	"parisuddhā"	"adj"	"masc nom pl of parisuddha, pp of parisujjhati"	"0"	"பரிசுத்தம்"	"pure, innocent"	"purified"	"√sudh (be pure)"	"3"	"ya"	"0"	"pari + √sudh + ta"	"0"	"0"	"PA"	"pārājikuddeso"	"dutiyam'pi pucchāmi, kacci'ttha <b>parisuddhā</b>"	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"2"	"9"	"tatiyampi"	"comp"	"sandhi"	"0"	"மூன்றாம் முறையாக"	"and for the third time"	"0"	"0"	"0"	"0"	"0"	"tatiyaṃ + api"	"0"	"0"	"PA"	"pārājikuddeso"	"<b>tatiyam'pi</b> pucchāmi, kacci'ttha parisuddhā"	""
"6"	"27"	"pucchāmi"	"verb"	"pr 1st sg of pucchati"	"0"	"கேட்கிறேன்"	"I ask, I am asking"	"0"	"√pucch (ask)"	"1"	"a"	"√pucch + a > puccha"	"puccha + ti"	"0"	"0"	"PA"	"pārājikuddeso"	"tatiyam'pi <b>pucchāmi</b>, kacci'ttha parisuddhā"	""
"6"	"27"	"kaccittha"	"comp"	"sandhi"	"0"	"மா? இங்கு"	"I trust in this case, I trust you all are"	"0"	"0"	"0"	"0"	"0"	"kacci + ettha or kacci + attha"	"0"	"0"	"PA"	"pārājikuddeso"	"tatiyam'pi pucchāmi, <b>kacci'ttha</b> parisuddhā"	""
"6"	"27"	"parisuddhā"	"adj"	"masc nom pl of parisuddha, pp of parisujjhati"	"0"	"பரிசுத்தம்"	"pure, innocent"	"purified"	"√sudh (be pure)"	"3"	"ya"	"0"	"pari + √sudh + ta"	"0"	"0"	"PA"	"pārājikuddeso"	"tatiyam'pi pucchāmi, kacci'ttha <b>parisuddhā</b>"	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"2"	"9"	"parisuddhetthāyasmanto"	"comp"	"sandhi"	"0"	"பரிசுத்தம் இங்கு ஆயுஷ்மான்கள்"	"the venerables (are) pure in this regard"	"the long lived ones are pure here"	"0"	"0"	"0"	"0"	"parisuddhā + ettha + āyasmanto"	"0"	"0"	"PA"	"pārājikuddeso"	"<b>parisuddh'etth'āyasmanto</b>, tasmā tuṇhī, evam'etaṃ dhārayāmī'ti."	""
"3"	"10"	"tasmā"	"ind"	"adv, abl sg of ta"	"0"	"எனவே"	"therefore"	"from that"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA"	"pārājikuddeso"	"parisuddh'etth'āyasmanto, <b>tasmā</b> tuṇhī, evam'etaṃ dhārayāmī'ti."	""
"3"	"10"	"tuṇhī"	"ind"	"0"	"0"	"அமைதியாக"	"silent, silence, silently"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"PA"	"pārājikuddeso"	"parisuddh'etth'āyasmanto, tasmā <b>tuṇhī</b>, evam'etaṃ dhārayāmī'ti."	""
"2"	"9"	"evametaṃ"	"comp"	"sandhi"	"0"	"அதனால் இங்கு"	"therefore this"	"thus this"	"0"	"0"	"0"	"0"	"evaṃ + etaṃ"	"0"	"0"	"PA"	"pārājikuddeso"	"parisuddh'etth'āyasmanto, tasmā tuṇhī, <b>evam'etaṃ</b> dhārayāmī'ti."	""
"1"	"8"	"dhārayāmi"	"verb"	"pr 1st sg of dhārayati"	"+acc"	""	"I take, I believe, I keep in mind"	"bear, carry"	"√dhar (wear, hold, carry)"	"8"	"*aya"	"√dhar + *aya > dhāraya"	"dhāraya + ti"	""	""	"PA"	"pārājikuddeso"	"parisuddh'etth'āyasmanto, tasmā tuṇhī, evam'etaṃ <b>dhārayāmī'ti</b>."	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"PA"	"pārājikuddeso"	""	""
"1"	"1"	"pārājikuddeso"	"noun"	"masc nom sg of pārājikuddesa"	""	""	"recitation of the (matters) related to defeat"	""	""	""	""	""	"pārājika + uddeso"	"genitive tappurisa"	"pārājik<b>ānaṃ</b> + uddeso"	"PA"	"pārājikuddeso"	"<b>pārājikuddeso</b> dutiyo"	""
"1"	"1"	"- pārājika"	"noun"	"masc nom sg of pārājika"	""	""	"defeated, destroyed, disqualified"	"conquered"	"√ji (conquer)"	"1"	"a"	""	"parā > pārā + √ji + *ika"	""	""	"PA"	"pārājikuddeso"	"<b>pārājikuddeso</b> dutiyo"	""
"2"	"4"	"- uddeso"	"noun"	"masc nom sg of uddesa, from uddisati"	"0"	"படித்தல்"	"recitation, chanting"	"pointing up"	"√dis (point out, explain)"	"1"	"a"	"0"	"ud + √dis + *a"	"0"	"0"	"PA"	"pārājikuddeso"	"<b>pārājikuddeso</b> dutiyo"	""
"1"	"2"	"dutiyo"	"ordinal"	"masc nom sg of dutiya"	""	""	"second"	""	""	""	""	""	"dvi + tiya"	""	""	"PA"	"pārājikuddeso"	"pārājikuddeso <b>dutiyo</b>"	""
""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"1"	"8"	"ime"	"pron"	"masc nom pl of ima"	""	""	"these"	""	""	""	""	""	""	""	""	"SA"	"saṅghādisesuddeso"	"<b>ime</b> kho pan'āyasmanto terasa saṅghādisesā dhammā uddesaṃ āgacchanti."	""
"6"	"42"	"kho"	"ind"	"emph"	"0"	"நிச்சயமாக"	"truly, indeed, then"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"SA"	"saṅghādisesuddeso"	"ime <b>kho</b> pan'āyasmanto terasa saṅghādisesā dhammā uddesaṃ āgacchanti."	""
"2"	"8"	"panāyasmanto"	"comp"	"sandhi"	"0"	"மற்றும் ஆயுஷ்மான்"	"and venerables"	"0"	"0"	"0"	"0"	"0"	"pana + āyasmanto"	"0"	"0"	"SA"	"saṅghādisesuddeso"	"ime kho <b>pan'āyasmanto</b> terasa saṅghādisesā dhammā uddesaṃ āgacchanti."	""
"1"	"3"	"terasa"	"cardinal"	"x nom pl"	""	""	"thirteen"	""	""	""	""	""	"ti + dasa"	""	""	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto <b>terasa</b> saṅghādisesā dhammā uddesaṃ āgacchanti."	""
"1"	"3"	"saṅghādisesā"	"adj"	"masc nom pl of saṅghādisesa"	""	""	"(offence) requiring the involvement of the community in the beginning and the rest"	"with the community in the beginning and the rest"	""	""	""	""	"saṅgha + ādi + sesa"	""	""	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto terasa <b>saṅghādisesā</b> dhammā uddesaṃ āgacchanti."	""
"1"	"2"	"- saṅgha"	"noun"	"masc"	""	""	"community, assembly, group"	"joined together"	"√ghaṭ (join together)"	"1"	"a"	""	"saṃ + √ghaṭ + a"	""	""	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto terasa <b>saṅgh</b>ādisesā dhammā uddesaṃ āgacchanti."	""
"1"	"1"	"- ādi"	"noun"	"masc"	""	""	"beginning, starting with"	""	""	""	""	""	""	""	""	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto terasa saṅgh<b>ādi</b>sesā dhammā uddesaṃ āgacchanti."	""
"1"	"1"	"- sesā"	"noun"	"nt"	""	""	"the remainder, the rest"	"leftover"	"√sis (remain)"	"8"	"*e"	""	"√sis + *a"	""	""	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto terasa saṅghādi<b>sesā</b> dhammā uddesaṃ āgacchanti."	""
"3"	"36"	"dhammā"	"noun"	"masc nom pl of dhamma"	"0"	"விதிகள்"	"case, law, rule"	"holding, support"	"√dhar (hold)"	"1"	"a"	"0"	"√dhar + ma"	"0"	"0"	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto terasa saṅghādisesā <b>dhammā</b> uddesaṃ āgacchanti."	""
"2"	"10"	"uddesaṃ"	"noun"	"masc acc sg of uddesa, from uddisati"	"0"	"படித்தல்"	"recitation, chanting"	"pointing up"	"√dis (point out, explain)"	"1"	"a"	"0"	"ud + √dis + *a"	"0"	"0"	"SA"	"saṅghādisesuddeso"	"ime kho pan'āyasmanto terasa saṅghādisesā dhammā <b>uddesaṃ</b> āgacchanti."	""
